Sequence_ID,Cluster_ID,SampleGroup,Terrain
IPB4B-14_NODE_27_length_2142_cov_0.755335,Cluster71,IPB4B-14,Plain
IPB4B-15_NODE_165_length_1581_cov_0.364512,Cluster71,IPB4B-15,Mountain
IPB4B-14_NODE_67_length_1572_cov_0.658824,Cluster71,IPB4B-14,Plain
IPB4B-14_NODE_830_length_1008_cov_0.718502,Cluster71,IPB4B-14,Plain
IPB4B-14_NODE_93_length_1485_cov_0.388071,Cluster71,IPB4B-14,Plain
IPB4B-14_NODE_92_length_1485_cov_0.467599,Cluster71,IPB4B-14,Plain
IPB4B-15_NODE_9_length_3414_cov_0.543961,Cluster71,IPB4B-15,Mountain
IPB4B-14_NODE_18_length_2356_cov_0.429789,Cluster71,IPB4B-14,Plain
IPB4B-4_NODE_1_length_30316_cov_1229.929246,Cluster71,IPB4B-4,Mesa
IPB4B-14_NODE_36_length_1881_cov_0.761117,Cluster71,IPB4B-14,Plain
IPB4B-14_NODE_604_length_1060_cov_0.383708,Cluster71,IPB4B-14,Plain
IPB4B-18_NODE_1_length_30350_cov_10.284651,Cluster72,IPB4B-18,Mesa
IPB24C-99_NODE_1013_length_1086_cov_0.842544,Cluster73,IPB24C-99,Plain
IPB24B-7_NODE_1_length_22071_cov_299.783722,Cluster73,IPB24B-7,Plain
IPB24B-6_NODE_101_length_1455_cov_13.136295,Cluster73,IPB24B-6,Plain
IPB24B-11_NODE_176_length_1743_cov_1.936881,Cluster73,IPB24B-11,Plain
IPB24C-99_NODE_956_length_1106_cov_1.758938,Cluster73,IPB24C-99,Plain
IPB24B-12_NODE_48_length_1951_cov_0.395833,Cluster73,IPB24B-12,Plain
IPB24B-11_NODE_453_length_1168_cov_0.587896,Cluster73,IPB24B-11,Plain
IPB24C-125_NODE_528_length_1052_cov_1.141622,Cluster73,IPB24C-125,Plain
IPB24C-99_NODE_965_length_1101_cov_0.575975,Cluster73,IPB24C-99,Plain
IPB24B-14_NODE_48_length_1118_cov_0.356206,Cluster73,IPB24B-14,Plain
IPB24B-14_NODE_56_length_1070_cov_0.358431,Cluster73,IPB24B-14,Plain
IPB24B-14_NODE_9_length_2160_cov_0.214461,Cluster73,IPB24B-14,Plain
IPB24B-9_NODE_69_length_1610_cov_0.646662,Cluster73,IPB24B-9,Plain
IPB24B-1_NODE_138_length_1493_cov_0.456076,Cluster73,IPB24B-1,Mountain
IPB24C-112_NODE_132_length_1576_cov_3.002761,Cluster73,IPB24C-112,Plain
IPB24B-6_NODE_1_length_30257_cov_4949.252273,Cluster73,IPB24B-6,Plain
IPB24B-13_NODE_69_length_1029_cov_0.263858,Cluster73,IPB24B-13,Mountain
IPB24C-99_NODE_1081_length_1066_cov_1.112886,Cluster73,IPB24C-99,Plain
IPB24C-99_NODE_657_length_1230_cov_2.504986,Cluster73,IPB24C-99,Plain
IPB24B-7_NODE_502_length_1184_cov_3.785241,Cluster73,IPB24B-7,Plain
IPB24C-99_NODE_382_length_1445_cov_2.441578,Cluster73,IPB24C-99,Plain
IPB24B-14_NODE_27_length_1298_cov_1.287788,Cluster73,IPB24B-14,Plain
IPB24C-125_NODE_227_length_1386_cov_1.430500,Cluster73,IPB24C-125,Plain
IPB24B-13_NODE_18_length_1656_cov_0.475474,Cluster73,IPB24B-13,Mountain
IPB24C-119_NODE_1_length_30165_cov_203.132898,Cluster73,IPB24C-119,Plain
IPB24C-125_NODE_175_length_1502_cov_3.125091,Cluster73,IPB24C-125,Plain
IPB24B-10_NODE_51_length_1780_cov_0.508772,Cluster73,IPB24B-10,Plain
IPB24B-5_NODE_1_length_30188_cov_513.187885,Cluster73,IPB24B-5,Plain
IPB24B-8_NODE_1_length_30153_cov_61.650703,Cluster73,IPB24B-8,Plain
IPB24C-120_NODE_1_length_30170_cov_816.604234,Cluster73,IPB24C-120,Plain
IPB24C-126_NODE_391_length_1079_cov_1.014706,Cluster73,IPB24C-126,Plain
IPB24B-7_NODE_2_length_7459_cov_608.620022,Cluster73,IPB24B-7,Plain
IPB24B-8_NODE_261_length_1561_cov_2.619944,Cluster73,IPB24B-8,Plain
IPB24B-11_NODE_186_length_1708_cov_0.797596,Cluster73,IPB24B-11,Plain
IPB24B-2_NODE_8_length_1889_cov_0.580590,Cluster73,IPB24B-2,Mountain
IPB24C-97_NODE_92_length_1905_cov_7.886389,Cluster74,IPB24C-97,Plain
IPB24C-126_NODE_279_length_1196_cov_5.772685,Cluster74,IPB24C-126,Plain
IPB24C-32_NODE_3_length_30256_cov_230.605596,Cluster74,IPB24C-32,Mountain
IPB24G-209_NODE_15_length_8706_cov_63.158410,Cluster75,IPB24G-209,Mountain
IPB24G-209_NODE_59_length_2877_cov_26.769455,Cluster75,IPB24G-209,Mountain
IPB24A-10_NODE_34_length_2215_cov_11.162356,Cluster75,IPB24A-10,Mountain
IPB4B-15_NODE_1_length_29718_cov_8.159136,Cluster75,IPB4B-15,Mountain
IPB24G-56_NODE_35_length_1564_cov_127.281141,Cluster75,IPB24A-37,Mountain
IPB24A-37_NODE_36_length_1536_cov_332.794890,Cluster75,IPB24A-37,Mountain
IPB24G-209_NODE_480_length_1016_cov_13.889764,Cluster75,IPB24G-209,Mountain
IPB4B-13_NODE_100_length_1128_cov_1.446553,Cluster75,IPB4B-13,Plain
IPB24G-209_NODE_57_length_2897_cov_39.564621,Cluster75,IPB24G-209,Mountain
IPB24A-10_NODE_233_length_1081_cov_18.753669,Cluster75,IPB24A-10,Mountain
IPB24E-179_NODE_1843_length_1002_cov_1.404571,Cluster76,IPB24E-179,Mountain
IPB24A-5_NODE_100_length_1520_cov_4.220388,Cluster76,IPB24A-5,Mountain
IPB24G-223_NODE_1092_length_1147_cov_0.727451,Cluster76,IPB24G-223,Mountain
IPB24G-206_NODE_2_length_29679_cov_43.156876,Cluster76,IPB24G-206,Mountain
IPB6D-6_NODE_82_length_2011_cov_2.957537,Cluster77,IPB6D-6,Mountain
IPB4B-13_NODE_105_length_1116_cov_1.079879,Cluster77,IPB4B-13,Plain
IPB24A-39_NODE_48_length_2033_cov_24.394544,Cluster77,IPB24A-39,Mountain
IPB6H-15_NODE_252_length_1137_cov_33.842574,Cluster77,IPB6D-3,Mountain
IPB6H-15_NODE_254_length_1136_cov_19.126858,Cluster77,IPB6D-3,Mountain
IPB24G-59_NODE_84_length_1705_cov_16.657161,Cluster77,IPB24A-39,Mountain
IPB24G-59_NODE_300_length_1152_cov_48.812683,Cluster77,IPB24A-39,Mountain
IPB6D-5_NODE_857_length_1499_cov_0.747813,Cluster77,IPB6D-5,Mountain
IPB6D-3_NODE_1_length_24878_cov_63.626278,Cluster77,IPB6D-3,Mountain
IPB24E-200_NODE_965_length_1018_cov_20.505051,Cluster77,IPB24E-200,Mountain
IPB24G-236_NODE_90_length_4208_cov_3.003921,Cluster77,IPB24G-236,Mountain
IPB6D-3_NODE_2329_length_1137_cov_19.572277,Cluster77,IPB6D-3,Mountain
IPB6D-6_NODE_36_length_3888_cov_5.048657,Cluster77,IPB6D-6,Mountain
IPB6D-3_NODE_2337_length_1136_cov_25.875124,Cluster77,IPB6D-3,Mountain
IPB6H-18_NODE_7_length_29524_cov_245.683811,Cluster77,IPB6D-6,Mountain
IPB24G-236_NODE_260_length_1807_cov_10.009524,Cluster77,IPB24G-236,Mountain
IPB24G-235_NODE_28_length_10028_cov_12.294718,Cluster77,IPB24G-235,Mountain
IPB6D-5_NODE_6563_length_1006_cov_0.531286,Cluster77,IPB6D-5,Mountain
IPB6D-6_NODE_4_length_17920_cov_3.848424,Cluster77,IPB6D-6,Mountain
IPB24G-229_NODE_192_length_1834_cov_3.831283,Cluster77,IPB24G-229,Hill
IPB6H-15_NODE_38_length_3582_cov_136.331114,Cluster77,IPB6D-3,Mountain
IPB6H-15_NODE_11_length_24871_cov_93.354066,Cluster77,IPB6D-3,Mountain
IPB4B-13_NODE_120_length_1080_cov_1.179433,Cluster77,IPB4B-13,Plain
IPB6D-6_NODE_40_length_3224_cov_2.702938,Cluster77,IPB6D-6,Mountain
IPB6D-3_NODE_8_length_3582_cov_104.236179,Cluster77,IPB6D-3,Mountain
IPB6D-6_NODE_1309_length_1267_cov_3.972807,Cluster77,IPB6D-6,Mountain
IPB24G-59_NODE_104_length_1575_cov_23.919199,Cluster77,IPB24A-39,Mountain
IPB4B-67_NODE_188_length_1935_cov_2.820243,Cluster77,IPB4B-67,Mountain
IPB24G-209_NODE_24_length_5422_cov_21.894429,Cluster77,IPB24G-209,Mountain
IPB24G-239_NODE_69_length_4203_cov_7.671492,Cluster78,IPB24G-239,Mountain
IPB24G-239_NODE_74_length_3911_cov_4.287791,Cluster78,IPB24G-239,Mountain
IPB24G-235_NODE_2996_length_1036_cov_24.239824,Cluster78,IPB24G-235,Mountain
IPB24G-239_NODE_42_length_5984_cov_6.677651,Cluster78,IPB24G-239,Mountain
IPB24G-209_NODE_20_length_6443_cov_44.858455,Cluster78,IPB24G-209,Mountain
IPB24A-39_NODE_29_length_2641_cov_22.802705,Cluster78,IPB24A-39,Mountain
IPB24G-235_NODE_609_length_1640_cov_3.338401,Cluster78,IPB24G-235,Mountain
IPB24G-236_NODE_452_length_1244_cov_7.332140,Cluster78,IPB24G-236,Mountain
IPB24G-236_NODE_102_length_3672_cov_3.695063,Cluster78,IPB24G-236,Mountain
IPB24G-236_NODE_196_length_2234_cov_3.809682,Cluster78,IPB24G-236,Mountain
IPB24A-39_NODE_16_length_3436_cov_44.891508,Cluster78,IPB24A-39,Mountain
IPB24G-236_NODE_430_length_1291_cov_1.487113,Cluster78,IPB24G-236,Mountain
IPB24G-229_NODE_207_length_1757_cov_0.904908,Cluster78,IPB24G-229,Hill
IPB4B-13_NODE_9_length_2784_cov_1.621377,Cluster78,IPB4B-13,Plain
IPB24G-239_NODE_12_length_14985_cov_6.686903,Cluster78,IPB24G-239,Mountain
IPB24G-235_NODE_438_length_1820_cov_22.196102,Cluster78,IPB24G-235,Mountain
IPB24G-235_NODE_25_length_11072_cov_7.585016,Cluster78,IPB24G-235,Mountain
IPB24G-59_NODE_40_length_2153_cov_21.944719,Cluster78,IPB24A-39,Mountain
IPB24G-214_NODE_3_length_29516_cov_41.794583,Cluster78,IPB24G-214,Mountain
IPB24G-236_NODE_92_length_4191_cov_5.323573,Cluster78,IPB24G-236,Mountain
IPB24G-236_NODE_80_length_4591_cov_3.620968,Cluster78,IPB24G-236,Mountain
IPB24G-59_NODE_10_length_3740_cov_35.525325,Cluster78,IPB24A-39,Mountain
IPB24G-235_NODE_106_length_4121_cov_11.210566,Cluster78,IPB24G-235,Mountain
IPB24G-235_NODE_1389_length_1287_cov_4.547414,Cluster78,IPB24G-235,Mountain
IPB24G-235_NODE_2330_length_1115_cov_24.778340,Cluster78,IPB24G-235,Mountain
IPB4B-13_NODE_43_length_1545_cov_1.071932,Cluster78,IPB4B-13,Plain
IPB24G-237_NODE_743_length_1106_cov_1.022472,Cluster79,IPB24G-237,Mountain
IPB24G-239_NODE_365_length_1017_cov_1.304494,Cluster79,IPB24G-239,Mountain
IPB24G-237_NODE_719_length_1127_cov_0.365000,Cluster79,IPB24G-237,Mountain
IPB24G-237_NODE_587_length_1249_cov_0.770053,Cluster79,IPB24G-237,Mountain
IPB24G-236_NODE_434_length_1287_cov_1.092241,Cluster79,IPB24G-236,Mountain
IPB24G-238_NODE_488_length_1286_cov_2.112166,Cluster79,IPB24G-238,Mountain
IPB24G-236_NODE_438_length_1278_cov_1.120765,Cluster79,IPB24G-236,Mountain
IPB24G-238_NODE_680_length_1087_cov_2.148958,Cluster79,IPB24G-238,Mountain
IPB24G-238_NODE_58_length_3411_cov_4.592266,Cluster79,IPB24G-238,Mountain
IPB24G-238_NODE_26_length_8209_cov_4.313041,Cluster79,IPB24G-238,Mountain
IPB24G-237_NODE_202_length_2333_cov_1.594288,Cluster79,IPB24G-237,Mountain
IPB24G-237_NODE_757_length_1097_cov_0.818557,Cluster79,IPB24G-237,Mountain
IPB24G-236_NODE_313_length_1569_cov_0.701803,Cluster79,IPB24G-236,Mountain
IPB24G-239_NODE_238_length_1428_cov_2.418909,Cluster79,IPB24G-239,Mountain
IPB24G-236_NODE_228_length_2010_cov_0.839087,Cluster79,IPB24G-236,Mountain
IPB24G-235_NODE_10_length_28967_cov_665.012032,Cluster79,IPB24G-235,Mountain
IPB24G-239_NODE_41_length_6358_cov_3.676938,Cluster79,IPB24G-239,Mountain
IPB24G-234_NODE_310_length_1471_cov_5.281994,Cluster79,IPB24G-234,Mountain
IPB24E-177_NODE_9_length_4205_cov_88.345513,Cluster80,IPB24E-177,Mountain
IPB24G-195_NODE_12_length_8920_cov_47.796656,Cluster80,IPB24E-195,Mountain
IPB24G-232_NODE_3294_length_1268_cov_0.534619,Cluster80,IPB24G-232,Mountain
IPB24E-170_NODE_109_length_1697_cov_203.356051,Cluster80,IPB24E-170,Mountain
IPB24G-212_NODE_1193_length_1507_cov_12.366667,Cluster80,IPB24G-212,Mountain
IPB24A-8_NODE_86_length_2142_cov_1.623325,Cluster80,IPB24A-8,Mountain
IPB24E-193_NODE_119_length_1884_cov_71.413204,Cluster80,IPB24E-193,Mountain
IPB24G-210_NODE_50_length_1962_cov_90.451771,Cluster80,IPB24G-210,Mountain
IPB24G-212_NODE_57_length_2584_cov_9.095238,Cluster80,IPB24G-212,Mountain
IPB6D-12_NODE_120_length_2678_cov_43.026264,Cluster80,IPB6D-12,Mountain
IPB4B-80_NODE_72_length_1999_cov_1.512286,Cluster80,IPB4B-80,Mountain
IPB24G-240_NODE_308_length_1362_cov_3.894737,Cluster80,IPB24G-240,Mountain
IPB24G-222_NODE_3_length_28947_cov_25.186815,Cluster80,IPB24G-222,Mountain
IPB24G-227_NODE_248_length_1697_cov_30.070064,Cluster80,IPB24G-227,Mountain
IPB24G-215_NODE_1247_length_1078_cov_0.676130,Cluster80,IPB24G-215,Mountain
IPB4B-80_NODE_102_length_1857_cov_1.513873,Cluster80,IPB4B-80,Mountain
IPB24G-240_NODE_202_length_1545_cov_1.023272,Cluster80,IPB24G-240,Mountain
IPB24G-223_NODE_314_length_2129_cov_45.070929,Cluster80,IPB24G-223,Mountain
IPB24G-217_NODE_1929_length_1021_cov_1.885906,Cluster80,IPB24G-217,Mountain
IPB24A-10_NODE_59_length_1870_cov_71.326449,Cluster80,IPB24A-10,Mountain
IPB6D-7_NODE_8975_length_1059_cov_1.812232,Cluster80,IPB6D-7,Mountain
IPB24G-199_NODE_114_length_2091_cov_101.150713,Cluster80,IPB24E-199,Mountain
IPB24G-230_NODE_33_length_4511_cov_58.745894,Cluster80,IPB24G-230,Mountain
IPB24A-10_NODE_115_length_1481_cov_68.360414,Cluster80,IPB24A-10,Mountain
IPB24G-241_NODE_72_length_2292_cov_19.639723,Cluster80,IPB24G-241,Mountain
IPB24G-241_NODE_166_length_1488_cov_35.937546,Cluster80,IPB24G-241,Mountain
IPB24C-117_NODE_18_length_2811_cov_5.769747,Cluster81,IPB24C-117,Plain
IPB24G-221_NODE_3_length_28897_cov_71.024192,Cluster81,IPB24G-221,Mountain
IPB24G-233_NODE_1474_length_2141_cov_5.259682,Cluster82,IPB24G-233,Mountain
IPB24G-233_NODE_319_length_4921_cov_6.519816,Cluster82,IPB24G-233,Mountain
IPB24G-232_NODE_16_length_28786_cov_36.047106,Cluster82,IPB24G-232,Mountain
IPB24G-233_NODE_520_length_3796_cov_7.828019,Cluster82,IPB24G-233,Mountain
IPB24G-233_NODE_169_length_7244_cov_7.026556,Cluster82,IPB24G-233,Mountain
IPB24E-188_NODE_8_length_28540_cov_506.581459,Cluster83,IPB24E-188,Mountain
IPB24G-232_NODE_17_length_28376_cov_3.208963,Cluster84,IPB24G-232,Mountain
IPB24D-41_NODE_11_length_2456_cov_0.835552,Cluster85,IPB24D-41,Mesa
IPB24G-64_NODE_137_length_1100_cov_0.658787,Cluster85,IPB24D-41,Mesa
IPB24G-64_NODE_112_length_1173_cov_0.316444,Cluster85,IPB24D-41,Mesa
IPB24G-64_NODE_40_length_1625_cov_0.662216,Cluster85,IPB24D-41,Mesa
IPB24G-64_NODE_50_length_1521_cov_0.661406,Cluster85,IPB24D-41,Mesa
IPB24D-38_NODE_1_length_28087_cov_5986.522318,Cluster85,IPB24D-38,Mesa
IPB24G-64_NODE_83_length_1290_cov_0.957008,Cluster85,IPB24D-41,Mesa
IPB24D-41_NODE_95_length_1424_cov_0.658443,Cluster85,IPB24D-41,Mesa
IPB24G-61_NODE_1_length_28115_cov_6614.605402,Cluster85,IPB24D-38,Mesa
IPB6H-17_NODE_5_length_28093_cov_53.123436,Cluster86,IPB6D-5,Mountain
IPB24A-34_NODE_282_length_1280_cov_38.616652,Cluster86,IPB24A-34,Mountain
IPB24C-109_NODE_1_length_28033_cov_730.820146,Cluster87,IPB24C-109,Plain
IPB24C-111_NODE_15_length_3558_cov_6.049548,Cluster87,IPB24C-111,Plain
IPB24C-108_NODE_2488_length_1141_cov_3.399408,Cluster87,IPB24C-108,Plain
IPB24C-111_NODE_79_length_2129_cov_6.737263,Cluster87,IPB24C-111,Plain
IPB24G-223_NODE_1031_length_1186_cov_0.597734,Cluster87,IPB24G-223,Mountain
IPB24C-108_NODE_10_length_4582_cov_8.833670,Cluster87,IPB24C-108,Plain
IPB24C-108_NODE_18_length_3594_cov_14.591578,Cluster87,IPB24C-108,Plain
IPB24C-108_NODE_6_length_5270_cov_10.488431,Cluster87,IPB24C-108,Plain
IPB24G-223_NODE_1141_length_1116_cov_0.490394,Cluster87,IPB24G-223,Mountain
IPB24C-106_NODE_23_length_3842_cov_13.129475,Cluster87,IPB24C-106,Plain
IPB24C-106_NODE_1_length_19626_cov_21.158983,Cluster87,IPB24C-106,Plain
IPB24C-111_NODE_148_length_1832_cov_2.319648,Cluster87,IPB24C-111,Plain
IPB24C-111_NODE_14_length_3672_cov_5.230748,Cluster87,IPB24C-111,Plain
IPB24C-111_NODE_296_length_1545_cov_2.587447,Cluster87,IPB24C-111,Plain
IPB24C-106_NODE_36_length_3037_cov_6.534708,Cluster87,IPB24C-106,Plain
IPB24C-111_NODE_9_length_4616_cov_5.022945,Cluster87,IPB24C-111,Plain
IPB24C-108_NODE_3906_length_1021_cov_2.914989,Cluster87,IPB24C-108,Plain
IPB24C-108_NODE_3_length_5644_cov_13.658691,Cluster87,IPB24C-108,Plain
IPB24C-111_NODE_1414_length_1049_cov_2.893709,Cluster87,IPB24C-111,Plain
IPB24C-108_NODE_147_length_1989_cov_4.479592,Cluster87,IPB24C-108,Plain
IPB24G-223_NODE_1212_length_1075_cov_7.743671,Cluster87,IPB24G-223,Mountain
IPB24C-108_NODE_678_length_1500_cov_4.860889,Cluster87,IPB24C-108,Plain
IPB24A-42_NODE_323_length_1905_cov_0.885827,Cluster88,IPB24A-42,Mountain
IPB24C-114_NODE_272_length_1674_cov_4.756303,Cluster88,IPB24C-114,Plain
IPB24A-40_NODE_61_length_1758_cov_1426.653587,Cluster88,IPB24A-40,Hill
IPB24C-117_NODE_1349_length_1028_cov_2.203108,Cluster88,IPB24C-117,Plain
IPB24C-114_NODE_32_length_3367_cov_7.341975,Cluster88,IPB24C-114,Plain
IPB24C-117_NODE_19_length_2710_cov_16.928378,Cluster88,IPB24C-117,Plain
IPB24A-41_NODE_56_length_3733_cov_0.946478,Cluster88,IPB24A-41,Mesa
IPB24A-4_NODE_92_length_1181_cov_0.505693,Cluster88,IPB24A-4,Mountain
IPB24A-21_NODE_15_length_2655_cov_2.562896,Cluster88,IPB24A-21,Mountain
IPB24C-120_NODE_154_length_1855_cov_4.462384,Cluster88,IPB24C-120,Plain
IPB24A-21_NODE_414_length_1196_cov_0.890552,Cluster88,IPB24A-21,Mountain
IPB24A-40_NODE_308_length_1075_cov_1.079114,Cluster88,IPB24A-40,Hill
IPB24A-40_NODE_7_length_3440_cov_118.399940,Cluster88,IPB24A-40,Hill
IPB24C-114_NODE_121_length_2066_cov_3.296545,Cluster88,IPB24C-114,Plain
IPB24A-40_NODE_290_length_1095_cov_212.810950,Cluster88,IPB24A-40,Hill
IPB24C-117_NODE_35_length_2233_cov_39.826686,Cluster88,IPB24C-117,Plain
IPB24A-40_NODE_111_length_1432_cov_4085.655172,Cluster88,IPB24A-40,Hill
IPB24A-21_NODE_98_length_1746_cov_0.841878,Cluster88,IPB24A-21,Mountain
IPB24A-20_NODE_96_length_1325_cov_2.560935,Cluster88,IPB24A-20,Mountain
IPB24A-40_NODE_49_length_1859_cov_2689.162240,Cluster88,IPB24A-40,Hill
IPB24A-19_NODE_15_length_3149_cov_1.898081,Cluster88,IPB24A-19,Mountain
IPB24A-28_NODE_40_length_1426_cov_0.327175,Cluster88,IPB24A-28,Mountain
IPB24C-117_NODE_192_length_1554_cov_16.878767,Cluster88,IPB24C-117,Plain
IPB24A-42_NODE_72_length_3795_cov_1.060523,Cluster88,IPB24A-42,Mountain
IPB24A-40_NODE_104_length_1473_cov_21291.011887,Cluster88,IPB24A-40,Hill
IPB24A-2_NODE_240_length_1231_cov_0.900362,Cluster88,IPB24A-2,Mountain
IPB24C-117_NODE_8_length_6064_cov_6417.962439,Cluster88,IPB24C-117,Plain
IPB24A-40_NODE_189_length_1234_cov_607.636856,Cluster88,IPB24A-40,Hill
IPB24A-40_NODE_237_length_1159_cov_6878.172481,Cluster88,IPB24A-40,Hill
IPB24A-42_NODE_349_length_1852_cov_1.127536,Cluster88,IPB24A-42,Mountain
IPB24A-42_NODE_417_length_1749_cov_3.169544,Cluster88,IPB24A-42,Mountain
IPB24A-4_NODE_65_length_1443_cov_2.670213,Cluster88,IPB24A-4,Mountain
IPB24C-117_NODE_27_length_2518_cov_40.651610,Cluster88,IPB24C-117,Plain
IPB24A-4_NODE_95_length_1166_cov_0.678537,Cluster88,IPB24A-4,Mountain
IPB24C-117_NODE_1102_length_1074_cov_85.395987,Cluster88,IPB24C-117,Plain
IPB24A-4_NODE_58_length_1577_cov_0.636552,Cluster88,IPB24A-4,Mountain
IPB24C-112_NODE_1_length_27919_cov_308.799007,Cluster88,IPB24C-112,Plain
IPB24A-40_NODE_67_length_1734_cov_6740.360921,Cluster88,IPB24A-40,Hill
IPB24A-4_NODE_45_length_1814_cov_0.625963,Cluster88,IPB24A-4,Mountain
IPB24A-41_NODE_1204_length_1141_cov_1.608481,Cluster88,IPB24A-41,Mesa
IPB24A-20_NODE_22_length_2023_cov_0.572257,Cluster88,IPB24A-20,Mountain
IPB24A-41_NODE_447_length_1735_cov_2.885572,Cluster88,IPB24A-41,Mesa
IPB24C-114_NODE_174_length_1864_cov_4.317789,Cluster88,IPB24C-114,Plain
IPB24A-40_NODE_343_length_1036_cov_25466.344334,Cluster88,IPB24A-40,Hill
IPB24C-117_NODE_1_length_21941_cov_2018.149629,Cluster88,IPB24C-117,Plain
IPB24A-19_NODE_125_length_1189_cov_0.707156,Cluster88,IPB24A-19,Mountain
IPB24A-19_NODE_4_length_5313_cov_1.337640,Cluster88,IPB24A-19,Mountain
IPB24A-40_NODE_6_length_4383_cov_35201.061795,Cluster88,IPB24A-40,Hill
IPB24A-40_NODE_13_length_2646_cov_969.429933,Cluster88,IPB24A-40,Hill
IPB24A-21_NODE_557_length_1100_cov_0.274409,Cluster88,IPB24A-21,Mountain
IPB24A-20_NODE_25_length_1967_cov_0.717391,Cluster88,IPB24A-20,Mountain
IPB24A-21_NODE_3_length_8192_cov_3.506014,Cluster88,IPB24A-21,Mountain
IPB24A-20_NODE_116_length_1246_cov_1.346738,Cluster88,IPB24A-20,Mountain
IPB24A-40_NODE_3_length_6343_cov_10706.031371,Cluster88,IPB24A-40,Hill
IPB24C-114_NODE_25_length_4234_cov_5.675676,Cluster88,IPB24C-114,Plain
IPB24C-114_NODE_23_length_4361_cov_17.657298,Cluster88,IPB24C-114,Plain
IPB24A-41_NODE_329_length_1932_cov_1.073684,Cluster88,IPB24A-41,Mesa
IPB24C-117_NODE_604_length_1230_cov_72.461469,Cluster88,IPB24C-117,Plain
IPB24A-19_NODE_56_length_1617_cov_5.969799,Cluster88,IPB24A-19,Mountain
IPB24C-117_NODE_90_length_1801_cov_45.502389,Cluster88,IPB24C-117,Plain
IPB24C-114_NODE_1429_length_1100_cov_1.743063,Cluster88,IPB24C-114,Plain
IPB24C-97_NODE_277_length_1241_cov_0.730700,Cluster89,IPB24C-97,Plain
IPB24C-106_NODE_2606_length_1106_cov_3.032686,Cluster89,IPB24C-106,Plain
IPB24C-111_NODE_1391_length_1053_cov_0.877970,Cluster89,IPB24C-111,Plain
IPB24C-106_NODE_32_length_3302_cov_6.419843,Cluster89,IPB24C-106,Plain
IPB24C-111_NODE_3_length_7282_cov_5.076869,Cluster89,IPB24C-111,Plain
IPB24C-111_NODE_37_length_2545_cov_2.551696,Cluster89,IPB24C-111,Plain
IPB24C-109_NODE_2_length_27904_cov_351.724052,Cluster89,IPB24C-109,Plain
IPB24C-106_NODE_1168_length_1340_cov_1.688376,Cluster89,IPB24C-106,Plain
IPB24C-111_NODE_699_length_1261_cov_0.791887,Cluster89,IPB24C-111,Plain
IPB24C-111_NODE_96_length_2052_cov_2.731948,Cluster89,IPB24C-111,Plain
IPB24C-106_NODE_63_length_2503_cov_3.688552,Cluster89,IPB24C-106,Plain
IPB24C-111_NODE_521_length_1352_cov_1.702041,Cluster89,IPB24C-111,Plain
IPB24G-233_NODE_18_length_27501_cov_12.422627,Cluster90,IPB24G-233,Mountain
IPB24B-14_NODE_60_length_1012_cov_0.420339,Cluster91,IPB24B-14,Plain
IPB24B-1_NODE_1_length_27493_cov_614.778630,Cluster91,IPB24B-1,Mountain
IPB6D-3_NODE_915_length_1310_cov_0.831784,Cluster92,IPB6D-3,Mountain
IPB24G-232_NODE_2353_length_1534_cov_1.391613,Cluster92,IPB24G-232,Mountain
IPB6H-18_NODE_38_length_8186_cov_18.717086,Cluster92,IPB6D-6,Mountain
IPB6D-3_NODE_2445_length_1128_cov_0.443556,Cluster92,IPB6D-3,Mountain
IPB6D-3_NODE_4277_length_1027_cov_0.633333,Cluster92,IPB6D-3,Mountain
IPB6D-3_NODE_104_length_1860_cov_0.686093,Cluster92,IPB6D-3,Mountain
IPB6D-3_NODE_900_length_1314_cov_0.557709,Cluster92,IPB6D-3,Mountain
IPB6D-3_NODE_220_length_1664_cov_0.681197,Cluster92,IPB6D-3,Mountain
IPB6D-3_NODE_58_length_2032_cov_1.007349,Cluster92,IPB6D-3,Mountain
IPB6H-18_NODE_216_length_2784_cov_6.034249,Cluster92,IPB6D-6,Mountain
IPB6H-15_NODE_10_length_27295_cov_25.484062,Cluster92,IPB6D-3,Mountain
IPB6H-18_NODE_137_length_3485_cov_30.727814,Cluster92,IPB6D-6,Mountain
IPB24G-236_NODE_9_length_26787_cov_192.079595,Cluster93,IPB24G-236,Mountain
IPB24G-235_NODE_2105_length_1147_cov_4.708824,Cluster93,IPB24G-235,Mountain
IPB24G-235_NODE_532_length_1705_cov_3.159062,Cluster93,IPB24G-235,Mountain
IPB24G-231_NODE_895_length_1111_cov_0.949187,Cluster93,IPB24G-231,Mountain
IPB24G-237_NODE_678_length_1155_cov_0.330739,Cluster93,IPB24G-237,Mountain
IPB24G-235_NODE_275_length_2264_cov_7.509125,Cluster93,IPB24G-235,Mountain
IPB24G-235_NODE_1438_length_1274_cov_4.259808,Cluster93,IPB24G-235,Mountain
IPB24G-235_NODE_2134_length_1141_cov_5.960552,Cluster93,IPB24G-235,Mountain
IPB24G-237_NODE_415_length_1551_cov_0.569522,Cluster93,IPB24G-237,Mountain
IPB24G-233_NODE_20_length_25975_cov_2.859448,Cluster94,IPB24G-233,Mountain
IPB24G-235_NODE_13_length_25740_cov_9.441221,Cluster95,IPB24G-235,Mountain
IPB24G-232_NODE_704_length_2968_cov_4.372404,Cluster96,IPB24G-232,Mountain
